Sort,Box id,Box name,Jobs inside,Job id,Name,Type,Box_name,Command,Machine,Owner,Permission,Date_condition,Days_of_week,Start_times,Condition,Description,Std_out_file,Std_err_file,Alarm_if_fail
2243,2616,ASMEREV1,"",2622,ASME_FRAN_PRTY_FTP,c,ASMEREV1,\\ptcapp11\arbin\sap\BillablePartyftp.bat,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_FRAN_PRTY),ASME_FRAN_PRTY_FTP,"","",1
2244,2616,ASMEREV1,"",2623,ASME_FRAN_PRTY_PHONE_FTP,c,ASMEREV1,\\ptcapp11\arbin\sap\BillablePartyPhoneftp.bat,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_FRAN_PRTY_PHONE),ASME_FRAN_PRTY_PHONE_FTP,"","",1
2245,2616,ASMEREV1,"",2624,ASME_REST_BILL_PRTY_FTP,c,ASMEREV1,\\ptcapp11\arbin\sap\RestBillablePartyftp.bat,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_REST_BILL_PRTY),ASME_REST_BILL_PRTY_FTP,"","",1
2246,2632,SSM_SSMS_BW_RATING_FILES_BOX,2,2632,SSM_SSMS_BW_RATING_FILES_BOX,b,"","","bktxh27, ptcapp11",bkpbtch@BKGLOBAL,"gx,wx,mx",1,"",06:00,"",SSM_SSMS_BW_RATING_FILES_BOX,"","",0
2247,2632,SSM_SSMS_BW_RATING_FILES_BOX,"",2633,SSM_SSMS_BW_RATING_FILES,c,SSM_SSMS_BW_RATING_FILES_BOX,auto_r3v45 -C BKAUTOSYS audit 3 job SSM_SSMS_BW_RATING_FILES,bktxh27,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(SSM_ZSMSPC_0014),Schedule to Dump all the Rating Files into BWP Unix Box,"","",1
2248,2632,SSM_SSMS_BW_RATING_FILES_BOX,"",2634,SSM_SSMS_BW_RATING_FILES_DOM,c,SSM_SSMS_BW_RATING_FILES_BOX,\\ptcapp11\SSMS\bin\BW\WebReportsBWtoSSMS.bat,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(SSM_SSMS_BW_RATING_FILES),Transfer BW Files from Internal File System to Domino (LN) File System for SSMS Web Reports (Facility Rating),"","",1
2249,2635,LAST_FINAL_GL_WITHOUT_REST_BOX,0,2635,LAST_FINAL_GL_WITHOUT_REST_BOX,b,"","","",bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",LAST FINAL GL WITHOUT RESTAURANTS,"","",1
2250,2637,ASME_CZ_STD_HIER,2,2637,ASME_CZ_STD_HIER,b,"","",ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",1,"",18:11,s(ASME_UY_STD_HIER),ASME_CZ_STD_HIER,"","",0
2251,2637,ASME_CZ_STD_HIER,"",2638,ASME_CZ_MAA,c,ASME_CZ_STD_HIER,\\ptcapp11\arbin\sap\ZFSCZMAA.BAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASM_FTP_UY_BKC),ASME_CZ_MAA,"","",1
2252,2637,ASME_CZ_STD_HIER,"",2639,ASM_FTP_CZ_MAA,c,ASME_CZ_STD_HIER,e\:\bkftp\bkftp.exe put bkpcis bkpftp sensory1 /usr/sap/bk_data/bkp/ZFSCZMAA.DAT \\ptcapp11\arotsap\ZFSCZMAA.DAT,ptcapp11,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(ASME_CZ_MAA),ASM_FTP_CZ_MAA,"","",1
2253,2644,FSMRFIN,2,2644,FSMRFIN,b,"","",bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",1,"",14:00,"",FSMRFIN,"","",0
2254,2644,FSMRFIN,"",2645,FSMUSCALA,c,FSMRFIN,auto_r3v45 -C BKAUTOSYS audit 3 job FSMUSCALA,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","","Job for Posting documents from recurring documents for US, CA and LA","","",1
2255,2644,FSMRFIN,"",2646,FSMUSCANLA,c,FSMRFIN,auto_r3v45 -C BKAUTOSYS audit 3 job FSMUSCANLA,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","","Job for Posting reversal documents for US, CA, and LA","","",1
2256,2656,SAQ_SAP_UPDATE_ORACLE,2,2656,SAQ_SAP_UPDATE_ORACLE,b,"","",bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",1,"",02:00,"",Update Oracle System Statistics,"","",0
2257,2656,SAQ_SAP_UPDATE_ORACLE,"",2657,SAQ_SAP_UPD_ORACLE_DICT_STATS,c,SAQ_SAP_UPDATE_ORACLE,auto_r3v45 -C BKAUTOSYS audit 3 job SAQ_SAP_UPD_ORACLE_DICT_STATS,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",Update SAP Oracle Data Dictionary Statistics,"","",1
2258,2656,SAQ_SAP_UPDATE_ORACLE,"",2658,SAQ_SAP_UPD_ORACLE_SYST_STATS,c,SAQ_SAP_UPDATE_ORACLE,auto_r3v45 -C BKAUTOSYS audit 3 job SAQ_SAP_UPD_ORACLE_SYST_STATS,bkpcis,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(SAQ_SAP_UPD_ORACLE_DICT_STATS),"","","",1
2259,2659,GWDDIMENSIONS_DRV,9,2659,GWDDIMENSIONS_DRV,b,"","","prdetl00, ptcapp06",bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDINFA_JAVA_SCHVALD),GWDDIMENSIONS_DRV - Loads Dimention data for Data Warehouse,"","",0
2260,2659,GWDDIMENSIONS_DRV,"",2660,GWDCOMBO_DIM,c,GWDDIMENSIONS_DRV,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_combo_dim 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",This job populates the COUPON_DIM Table.  The sources are combo_rtl_tran and combo_promo_cd_mapng.,"","",0
2261,2659,GWDDIMENSIONS_DRV,"",2661,GWDCOUPON_DIM,c,GWDDIMENSIONS_DRV,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_coupon_dim 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","","This job populates the COUPON_DIM Table.  The sources are RTL_TRAN_COUP, RTL_TRAN_LINE_COUP and COMBO_ITEM_COUP in ODS.","","",0
2262,2659,GWDDIMENSIONS_DRV,"",2662,GWDGC_DIM,c,GWDDIMENSIONS_DRV,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_gc_dim 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",This job populates the GC_DIM Table.  The sources are GC_RTL_TRAN and GC_TNDR_TRAN tables.,"","",0
2263,2659,GWDDIMENSIONS_DRV,"",2663,GWDINV_TRAN_TYPE_DIM,c,GWDDIMENSIONS_DRV,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_inv_tran_type_dim 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",This job populates the INV_TRAN_TYPE_DIM Table.  The source is IVN_TRAN table in ODS.,"","",0
2264,2659,GWDDIMENSIONS_DRV,"",2664,GWDLOC_DIM,c,GWDDIMENSIONS_DRV,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_loc_dim 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",This job populates the LOC_DIM Table.  The sources are INV_TRAN_LINE and INV_TRAN_LINE1 in ODS.,"","",0
2265,2659,GWDDIMENSIONS_DRV,"",2665,GWDREST_DAY_PART_DIM,c,GWDDIMENSIONS_DRV,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_rest_day_part_dim 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",This job populates the REST_DAY_PART_DIM Table.  The source is REST_DAY_PART Table  in ODS.,"","",0
2266,2659,GWDDIMENSIONS_DRV,"",2666,GWDREST_INV_ITEM_DIM,c,GWDDIMENSIONS_DRV,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_rest_inv_item_dim 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",This job populates the REST_INV_ITEM_DIM Table.  The source is REST_IVN_ITEM Table  in ODS.,"","",0
2267,2659,GWDDIMENSIONS_DRV,"",2667,GWDMENU_ITEM_DIM,c,GWDDIMENSIONS_DRV,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_menu_item_dim 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",This job populates MENU_ITEM_DIM Table and the source is a flat file.,"","",0
2268,2659,GWDDIMENSIONS_DRV,"",2668,GWDDIMENSIONS_DRV_SUC,c,GWDDIMENSIONS_DRV,echo This job will succed the box,ptcapp06,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDCOMBO_DIM) & s(GWDCOUPON_DIM) & s(GWDGC_DIM) & s(GWDINV_TRAN_TYPE_DIM) & s(GWDLOC_DIM) & s(GWDREST_DAY_PART_DIM) & s(GWDREST_INV_ITEM_DIM) & s(GWDMENU_ITEM_DIM),GWDDIMENSIONS_DRV_SUC - To succeed box GWDDIMENSIONS_DRV,"","",1
2269,2669,GWDFACTS,26,2669,GWDFACTS,b,"","","prdetl00, ptcapp06",bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDDIMENSIONS_DRV),GWDFACTS - Populates all the fact tables from ODS to Warehouse,"","",0
2270,2669,GWDFACTS,"",2670,GWDREST_DLY_TOT_TAX_FCT,c,GWDFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_rest_dly_tot_tax 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDCOMBO_DIM),This job populates REST_DLY_TOT_TAX_FCT Table. the source is view VW_REST_DLY_TOT_TAX in ODS,"","",0
2271,2669,GWDFACTS,"",2671,GWDREST_TRNVR_FCT,c,GWDFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_rest_trnvr 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDCOMBO_DIM),This job populates REST_TRNVR_FCT Table. The source is view VW_REST_TRNVR in ODS,"","",0
2272,2669,GWDFACTS,"",2672,GWDREST_SOS_FCT,c,GWDFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_rest_sos 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDCOMBO_DIM),This job populates REST_SOS_FCT Table. The source is view VW_REST_SOS in ODS,"","",0
2273,2669,GWDFACTS,"",2673,GWDLINE_ITEM_RTL_TRAN_FCT,c,GWDFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_litm_rtl_tran 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDCOMBO_DIM),This job populates LINE_ITEM_RTL_TRAN_FCT Table. The source is view VW_LITM_RTL_TRAN in ODS,"","",0
2274,2669,GWDFACTS,"",2674,GWDTNDR_TRAN_LINE_FCT,c,GWDFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_tndr_tran_line 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDCOMBO_DIM),This job populates TNDR_TRAN_LINE_FCT Table. The source is view VW_TNDR_TRAN_LINE in ODS,"","",0
2275,2669,GWDFACTS,"",2675,GWDLINE_ITEM_DSCNT_FCT,c,GWDFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_litm_dscnt 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDCOMBO_DIM),This job populates LINE_ITEM_DSCNT_FCT Table. The source is view VW_LITM_DSCNT in ODS,"","",0
2276,2669,GWDFACTS,"",2676,GWDLINE_ITEM_TAX_FCT,c,GWDFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_litm_tax 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDCOMBO_DIM),This job populates LINE_ITEM_TAX_FCT Table. The source is view VW_LITM_TAX in ODS.,"","",1
2277,2669,GWDFACTS,"",2677,GWDLINE_ITEM_MOD_FCT,c,GWDFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_litm_mod 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDCOMBO_DIM),This job populates LINE_ITEM_MOD_FCT Table. The source is View VW_LITM_MOD in ODS,"","",1
2278,2669,GWDFACTS,"",2678,GWDRTL_TRAN_DSCNT_FCT,c,GWDFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_rtl_tran_dscnt 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDCOMBO_DIM),This job populates RTL_TRAN_DSCNT_FCT Table. The source is view VW_RTL_TRAN_DSCNT in ODS,"","",0
2279,2669,GWDFACTS,"",2679,GWDRTL_TRAN_FCT,c,GWDFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_rtl_tran 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDCOMBO_DIM),This job populates the RTL_TRAN_FCT Table. the source is view VW_RTL_TRAN in ODS,"","",0
2280,2669,GWDFACTS,"",2680,GWDRTL_TRAN_DLVRY_FCT,c,GWDFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_rtl_tran_dlvry 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDCOMBO_DIM),This job populates RTL_TRAN_DLVRY_FCT Table. The source is view VW_RTL_TRAN_DLVRY in ODS.,"","",0
2281,2669,GWDFACTS,"",2681,GWDRTL_TRAN_TNDR_FCT,c,GWDFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_rtl_tran_tndr 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDCOMBO_DIM),This job populates RTL_TRAN_TNDR_FCT Table. The source is view VW_RTL_TRAN_TNDR in ODS,"","",0
2282,2669,GWDFACTS,"",2682,GWDCOMBO_COUP_FCT,c,GWDFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_load_combo_coup 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDCOMBO_DIM),This job populates the COMBO_COUP_FCT Table. The source is view VW_COMBO_COUP in ODS.,"","",0
2283,2669,GWDFACTS,"",2683,GWDLINE_ITEM_COUP_FCT,c,GWDFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_litm_coup 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDCOMBO_DIM),This job populates LINE_ITEM_COUP_FCT. The source is view VW_LITM_COUP in ODS,"","",0
2284,2669,GWDFACTS,"",2684,GWDRTL_TRAN_COUP_FCT,c,GWDFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_rtl_tran_coup 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDCOMBO_DIM),This job populates RTL_TRAN_COUP_FCT Table. The source is view VW_RTL_TRAN_COUP in ODS,"","",0
2285,2669,GWDFACTS,"",2685,GWDCOMBO_TAX_FCT,c,GWDFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_combo_tax 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDCOMBO_DIM),This job populates COMBO_TAX_FCT Table. The source is view VW_COMBO_TAX in ODS,"","",1
2286,2669,GWDFACTS,"",2686,GWDCOMBO_DISCOUNT,c,GWDFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_load_combo_dscnt 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDCOMBO_DIM),This job populates COMBO_DSCNT_FCT Table. The source is VW_COMBO_DSCNT view in ODS,"","",0
2287,2669,GWDFACTS,"",2687,GWDINV_EXPCTD_USE_FCT,c,GWDFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_inv_expctd_use 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDCOMBO_DIM),This job populates INV_EXPCTD_USE_FCT Table. The source is view VW_INV_EXPCTD_USE in ODS,"","",0
2288,2669,GWDFACTS,"",2688,GWDINV_TRAN_FCT,c,GWDFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_inv_tran 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDCOMBO_DIM),This job popualtes INV_TRAN_FCT Table. The source is VW_INV_TRAN in ODS.,"","",0
2289,2669,GWDFACTS,"",2689,GWDINV_LOSS_FCT,c,GWDFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_inv_loss 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDCOMBO_DIM),This job populates INV_LOSS_FCT Table. The source is view VW_INV_LOSS in ODS,"","",0
2290,2669,GWDFACTS,"",2690,GWDGC_TNDR_TRAN_FCT,c,GWDFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_gc_tndr_tran 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDCOMBO_DIM),This job populates GC_TNDR_TRAN_FCT Table. The source is view VW_GC_TNDR_TRAN in ODS.,"","",0
2291,2669,GWDFACTS,"",2691,GWDGC_RTL_TRAN_FCT,c,GWDFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_gc_rtl_tran 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDCOMBO_DIM),This job populates GC_RTL_TRAN_FCT Table. The source is view VW_GC_RTL_TRAN in ODS,"","",0
2292,2669,GWDFACTS,"",2692,GWDINV_CNT_FCT,c,GWDFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_inv_cnt 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDCOMBO_DIM),This job populates INV_CNT_FCT Table. The source is view VW_INV_CNT in ODS,"","",0
2293,2669,GWDFACTS,"",2693,GWDTNDR_TRAN_FCT,c,GWDFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_tndr_tran 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDCOMBO_DIM),This job populates TNDR_TRAN_FCT Table. The source is view VW_TNDR_TRAN in ODS.,"","",0
2294,2669,GWDFACTS,"",2694,GWDCOMBO_RTL_TRAN,c,GWDFACTS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_load_combo_rtl_tran 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDCOMBO_DIM),This job populates COMBO_RTL_TRAN_FCT Table. The source is VW_COMBO_RTL_TRAN in the RESTAURANT Schema.,"","",0
2295,2669,GWDFACTS,"",2695,GWDFACTS_SUC,c,GWDFACTS,echo This job will succed the box,ptcapp06,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDREST_DLY_TOT_TAX_FCT) & s(GWDREST_TRNVR_FCT) & s(GWDREST_SOS_FCT) & s(GWDLINE_ITEM_RTL_TRAN_FCT) & s(GWDTNDR_TRAN_LINE_FCT) & s(GWDLINE_ITEM_DSCNT_FCT) & s(GWDLINE_ITEM_TAX_FCT) & s(GWDLINE_ITEM_MOD_FCT) & s(GWDRTL_TRAN_DSCNT_FCT) & s(GWDRTL_TRAN_FCT) & s(GWDRTL_TRAN_DLVRY_FCT) & s(GWDRTL_TRAN_TNDR_FCT) & s(GWDCOMBO_COUP_FCT) & s(GWDLINE_ITEM_COUP_FCT) & s(GWDRTL_TRAN_COUP_FCT) & s(GWDCOMBO_TAX_FCT) & s(GWDCOMBO_DISCOUNT) & s(GWDINV_EXPCTD_USE_FCT) & s(GWDINV_TRAN_FCT) & s(GWDINV_LOSS_FCT) & s(GWDGC_TNDR_TRAN_FCT) & s(GWDGC_RTL_TRAN_FCT) & s(GWDINV_CNT_FCT) & s(GWDTNDR_TRAN_FCT) & s(GWDCOMBO_RTL_TRAN),GWDFACTS_SUC - To succeed box GWDFACTS,"","",1
2296,2696,GWWDIMENSIONS_DRV,9,2696,GWWDIMENSIONS_DRV,b,"","","prdetl00, ptcapp06",bkpbtch@BKGLOBAL,"gx,wx,mx",1,su,"",s(GWWSTORED_PROCEDURES),Loads Dimention data for Data Warehouse,"","",0
2297,2696,GWWDIMENSIONS_DRV,"",2697,GWWLOC_DIM,c,GWWDIMENSIONS_DRV,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_loc_dim 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",This job populates the LOC_DIM Table.  The sources are INV_TRAN_LINE and INV_TRAN_LINE1 in ODS.,"","",1
2298,2696,GWWDIMENSIONS_DRV,"",2698,GWWREST_INV_ITEM_DIM,c,GWWDIMENSIONS_DRV,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_rest_inv_item_dim 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDACCT_LDGR_DIM),This job populates the REST_INV_ITEM_DIM Table.  The source is REST_IVN_ITEM Table  in ODS.,"","",1
2299,2696,GWWDIMENSIONS_DRV,"",2699,GWWREST_DAY_PART_DIM,c,GWWDIMENSIONS_DRV,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_rest_day_part_dim 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDACCT_LDGR_DIM),This job populates the REST_DAY_PART_DIM Table.  The source is REST_DAY_PART Table  in ODS.,"","",1
2300,2696,GWWDIMENSIONS_DRV,"",2700,GWWCOUPON_DIM,c,GWWDIMENSIONS_DRV,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_coupon_dim 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDACCT_LDGR_DIM),"This job populates the COUPON_DIM Table.  The sources are RTL_TRAN_COUP, RTL_TRAN_LINE_COUP and COMBO_ITEM_COUP in ODS.","","",1
2301,2696,GWWDIMENSIONS_DRV,"",2701,GWWCOMBO_DIM,c,GWWDIMENSIONS_DRV,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_combo_dim 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDACCT_LDGR_DIM),This job populates the COUPON_DIM Table.  The sources are combo_rtl_tran and combo_promo_cd_mapng.,"","",1
2302,2696,GWWDIMENSIONS_DRV,"",2702,GWWINV_TRAN_TYPE_DIM,c,GWWDIMENSIONS_DRV,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_inv_tran_type_dim 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDACCT_LDGR_DIM),This job populates the INV_TRAN_TYPE_DIM Table.  The source is IVN_TRAN table in ODS.,"","",1
2303,2696,GWWDIMENSIONS_DRV,"",2703,GWWGC_DIM,c,GWWDIMENSIONS_DRV,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_gc_dim 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWDACCT_LDGR_DIM),This job populates the GC_DIM Table.  The sources are GC_RTL_TRAN and GC_TNDR_TRAN tables.,"","",1
2304,2696,GWWDIMENSIONS_DRV,"",2704,GWWDIMENSIONS_DRV_SUC,c,GWWDIMENSIONS_DRV,echo This job will succed the box,ptcapp06,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","",s(GWWCOMBO_DIM) & s(GWWCOUPON_DIM) & s(GWWGC_DIM) & s(GWWINV_TRAN_TYPE_DIM) & s(GWWLOC_DIM) & s(GWWREST_DAY_PART_DIM) & s(GWWREST_INV_ITEM_DIM) & s(GWWMENU_ITEM_DIM),GWWDIMENSIONS_DRV_SUC - To succeed box GWWDIMENSIONS_DRV,"","",1
2305,2696,GWWDIMENSIONS_DRV,"",2705,GWWMENU_ITEM_DIM,c,GWWDIMENSIONS_DRV,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_menu_item_dim 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",This job populates MENU_ITEM_DIM Table and the source is a flat file.,"","",1
2306,2706,GWDDIMENSIONS_MASTERS,5,2706,GWDDIMENSIONS_MASTERS,b,"","",prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",1,all,02:00,"",This package populates various restaurant masters.,"","",0
2307,2706,GWDDIMENSIONS_MASTERS,"",2707,GWDACCT_LDGR_DIM,c,GWDDIMENSIONS_MASTERS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_acct_ldgr_dim 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","","This job populates the ACCT_LDGR_DIM Table, the source being a flat file.","","",1
2308,2706,GWDDIMENSIONS_MASTERS,"",2708,GWDMENUITEM_DIM1_TMP_GTIN,c,GWDDIMENSIONS_MASTERS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn m_dw_menu_item_dim1_tmp_gtin 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",This job populates the TEMP_GTIN Table which is further used to populate MITM_GTIN Table. The source is a flat file.,"","",1
2309,2706,GWDDIMENSIONS_MASTERS,"",2709,GWDMENUITEM_DIM5_PLU_BLNK_GTIM,c,GWDDIMENSIONS_MASTERS,/informatica/dw/infa/infa_shared/scripts/common/start_inf_session.sh bkpbtch inpconn s_m_dw_menu_item_dim5_rest_plu_blnk_gtin 1 1,prdetl00,bkpbtch@BKGLOBAL,"gx,wx,mx",0,"","","",This job populates REST_PLU_BLNK_GTIM Table. The sources are MENU_ITEM_MAIN_BAS and RESTAURANT_DETAIL_DIM on Warehouse Schema,"","",1
